title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_location,reference_url
"The community and the fair : Vankleek Hill, West Hawkesbury Township and the Agricultural Fair, 1900 to 1950","Smith, Dorothy-Jane","2012","This study of social networks and representations of community is grounded in a linguistically bifurcated place—West Hawkesbury Township and Vankleek Hill, in Prescott County, Ontario—and focused on one social space, the Vankleek Hill Agricultural Society and Fair prior to 1950. The Society reflected family and economic relations that underlay local social structures, allowing a few Francophones to be leaders even as Anglophones kept majority control. _  The Society represented the agricultural community as materially modem and progressive, but ignored issues of rural depopulation and marginalization and only slowly accommodated the wider needs of the town. The Board and its captive local press emphasized the masculine elements of the fair in defining rural life. Children were encouraged at the rural school fairs to accept city-based reformers’ view of men as sole breadwinners but, like the fair board. they did not ignore the productive value of women&#39;s and children&#39;s work.","Recreation","Canada;Ontario;Vankleek Hill","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/bf4a84fe-47fe-467d-a23c-4e2170a90ffd/etd_pdf/c2161cb221d59013783327dcbdd77e77/smith-thecommunityandthefairvankleekhillwesthawkesbury.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_92.html"
"Beyond two Cold War blocs : Canadian involvement in the Peruvian socialist nexus, 1960-1975","Gibson, Gillian","2012"," This thesis explores the participation of NGOs, specifically Oxfam, and various NSAs in the Peruvian socialist nexus throughout the 1960s until 1975. This moves beyond traditional Cold War studies as it approaches inter-state relations from a nongovernmental perspective. This leads to many questions regarding attitudes during this period and suggests that there was space for leftist activities in Western aligned countries during the Cold War at the international level. ","Cold War;United States;Soviet Union; Peru","US;USSR;Peru","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/0997ab83-a4d1-4c8d-b454-3a90484f9325/etd_pdf/baf8aaee7bc4e7f1dfce7bee62bddcf5/gibson-beyondtwocoldwarblocscanadianinvolvementin.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_93.html"
"Performing anti-Catholicism in Christopher Marlowes Doctor Faustus","Bassi, Nirpjit","2012","This thesis offers an analysis of Catholics and Catholicism in Christopher Marlowe’s tragedy Doctor Faustus. It begins with an overview of the historiography of the English Catholic community and Marlowe&#39;s stage-play world. The thesis then examines the “A and B” textual versions of the play and offers an analysis of a performance of Doctor Faustus at the Globe Theatre in London in August, 2011. Through Doctor Faustus, Marlowe represents Catholicism as spiritually powerless yet politically dangerous: a theme which appears in other literature of the Elizabethan period. Analyzing the performative possibilities of the play shows that these negative representations of Catholics can be diminished or enhanced depending on dramaturgical choices. The Globe theatre’s production of Doctor Faustus reflected the religious tensions found in the text; although Doctor Faustus contains anti-Catholic language and images, this remains only one part of Marlowe’s larger representation of the religious ambiguities of the Elizabethan period. ","Catholicisim; Literature","Britain;London","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/2070eb5a-8317-4065-8c41-5309f55c830f/etd_pdf/10516e028b9faf8378da97640565aad1/bassi-performinganticatholicisminchristophermarlowes.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_94.html"
"Sexuality and alternative discourses in Jewish Prague : a feminist reading of the works of Franz Werfel","Spagnuolo, Natalie Rose","2012","This thesis is concerned with the conceptualization of alternative Jewish masculinities in relation to feminist notions of sexuality in early twentieth century German-speaking central Europe. Specifically, I consider the positive representation of femininity, materiality, sexual desire, and sexual expression in the work of Franz Werfel, a member of the Prague Jewish literary circle. I argue that Werfel refuted popular binarisms that tended to support masculinist thinking and uneven power relations. His writing explores processes of alienation by framing inter- subjectivity in terms of sexual identity. Following a tradition established by the Jewish theologian Martin Buber, Werfel links eroticism to mystical expressions of spirituality and creativity. In order to situate Werfel’s Buberian-derived thought more closely among contemporary theories, I bring his work into conversation with several Austrian Jewish writers while tracing other ideas that contributed to his feminist literature. ","Jews ;Study and teaching;History, Modern;Germanic literature","Europe;Prague","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/953f3549-a110-465f-9dc5-a5d056a7ec17/etd_pdf/5fb1b0e2bdeff402dd8bf4da41d868d8/spagnuolo-sexualityandalternativediscoursesinjewish.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_95.html"
"Lowered, shipped, and fastened : private grief and the public sphere in Canadas Afghanistan War","Legault, Michel Denis","2012","This study examines how the personalization or “domestication” of Canada’s fallen soldiers from Afghanistan shaped the commemorative response of Canadians during the war. After 2006, when casualties from the war increased and support for the mission declined, Canadians shifted their attention away from the politics of the mission to the sacrifices of the fallen and their families. The Peace Tower flag, the Highway of Heroes and the “Support Our Troops” decals — three potent symbols which garnered considerable attention during the war — prompted widespread debates among Canadians as how to best mark and honour the sacrifices of the fallen. As the private grief of Canadians filled the public sphere, emotional impulses were notable, but they were overtaken by “instrumental” concerns of political and commercial interests. ","Armed forces ;Study and teaching;Canada;History;Afghan War, 2001 ;Casualties ;Canada","Canada;Afghanistan","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/e538d675-d33b-4165-98b4-b71c8e3a9015/etd_pdf/2f2586fe9ebed427c524a00f0196d309/legault-loweredshippedandfastenedprivategriefandthe.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_96.html"
"Discourse of dissent : Bernard Acworth, the British Anti-Oil Movement and the Royal Navys use of fuels,1927-1937","Wereley, Ian","2012","This thesis investigates the interwar expressions of resistance to the use of oil by the British Royal Navy in the period 1927-1937. In particular, it examines the work of Captain Bernard Acworth and the South Wales Back to Coal Movement. It uses a critical geopolitics approach to analyse the ways in which the anti-oil critique framed the social, political, economic and military consequences of Britain’s entry into the age of oil; the methods that were used by Acworth and the Back to Coal Movement to give voice to their dissent, and the reception given to their message by official and popular audiences. ","Industrial relations; Transportation","Britain;Wales","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/d3f75cb7-9b96-49b1-affd-90abe680c0c7/etd_pdf/800ea61b04f3e516bf2049d786131dc0/wereley-discourseofdissentbernardacworththebritish.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_97.html"
"American social science and liberal internationalism, 1865-1919","Foster, Brian M.","2012","In January of 1917, before America officially entered World War One, President Woodrow Wilson’s administration received news that the British, French and German governments had employed professional social scientists to gather and analyze data to prepare their nation’s respective plans for peace. By September, six months after America entered the war, Wilson’s chief confidant called together a large body of intellectuals drawn from progressive publications and top universities across the country. The members of the secretive group that developed, known only as “the Inquiry,” understood that the new importance laid on social scientific methods across the Western world placed them in a particularly powerful place as mediators of the data that could literally objectivize social scientific knowledge into nation-states.  Using the Inquiry as an anchoring event, and incorporating recent work on state-formation and governmentality, this thesis offers an historical examination of the relational development of American social sciences and liberal internationalism following the American Civil War until the Peace Talks of World War One. Its unique contribution is to view internationalism not only as a product of state formation or an expression of governmentality, but as a technology used, and assisted by social scientific knowledge, to arrive at and make sense of those very state forms. Combining literatures on the history of American state-formation, liberalism, social science and internationalism, this thesis shows how the problem of how to order the world into a recognizable international sphere created a demand for “universal” knowledge about governance, to which the social sciences were able to lay claim. Supported by a widely-held faith that America reserved an exceptional place for scientific experts and their knowledge in the management of states and society, one particular ideal type | of liberal international society became the accepted pillar of internationalism we have today. The ideal type revolved around social scientific expert mediators working outside the state but invested in upholding the specific power relations ossified therein. At the same time, as social scientific knowledge shaped internationalism, the reigning concept of internationalism, built upon key liberal principles, had a tremendous influence on the disciplinary shape, methods and concepts of American social sciences as we know them today. ","International law;International relations;Sociology ;Methodology","US","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/d6484fe4-84df-4678-a024-c153dd39a7fa/etd_pdf/09b5f89b742c15527136499973c35fdf/foster-americansocialscienceandliberalinternationalism.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_98.html"
"The great emancipator? : the impact of the birth-control pill on married women in English Canada, 1960-1980","Haynes, Jessica Joanne","2012","‘Beginning in 1961, Canadian women could take a pill and, provided they did so reliably, achieve almost perfect control of their fertility. The pill is rightly understood by many to be one of the most important discoveries of the &amp;entieth céntury‘. It is often credited with unleashing a sexual revolution among single women, permitting many of them td engage in premarital sex. However, the experience of married women, for whom the pill was intended, has often been overlooked. Particularly in Canada, the historical scholarship on the pill, which is at present rather limited, focuses on unmarried women. Drawing primarily on oral testimony, iny thesis explores the complex impact of the pill on English-Canadian women who started it in the 1960s when married or engaged. By tracing a woman’s journey on the pill from the moment she heard about it to some of its more long-term ramifications, I demonstrate that the pill was deeply  significant, if not always in positive ways, in the lives of married, Canadian women. ","Physiology","Canada","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/d27d4fdf-dc42-4e33-9b80-708f8f77a920/etd_pdf/e6850a7e281ef673045686301e40faab/haynes-thegreatemancipatortheimpactofthebirthcontrol.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_99.html"
"Canoes and canvas : the social and spatial politics of sport/leisure in late nineteenth-century North America","Dunkin, Jessica Diane","2012","This dissertation explores the social and spatial politics of sport/leisure in the late nineteenth century within the context of the American Canoe Association (ACA). Beginning in 1880, the Association sought “to unite all amateur canoeists for the purpose of pleasure, health, or exploration.” Yearly encampments, which brought together enthusiasts from Canada and the United States to sleep under canvas, race canoes, “recreate,” and socialize, were central to realizing this mission. The encampments were profoundly meaningful events for many who attended. However, the construction of meaning was contingent upon practices of hierarchy and exclusion. For example, the ACA barred full membership to women, members of the working class, and people of colour, even as it engaged the “other” as labourer at the encampments. I pay particular attention to the ways in which class, gender, and race were mobilized to shape access to and experiences of recreation, but also to the broader effects of the encampments on the lives, livelihoods, and lands of rural whites, Aboriginal people, African Americans, and French Canadians. These were constructed places and communities, and the boundary-work of inclusion and exclusion that characterized them were extensions rather than departures from how place and community were being formed elsewhere. Throughout, this dissertation argues that this seemingly egalitarian and fun-loving organization, which located itself in what its organizers perceived as benign natural landscapes, also participated in a politics of exclusion, displacement, and dispossession at the core of late nineteenth-century liberalism, capitalism, and colonialism. In making such an argument, this dissertation also raises questions about what has historically constituted a “sportscape” arguing the space of competition, at least in the case of the ACA regattas, must be studied alongside those spaces of dwelling, administration, work, and travel to which it was connected. This dissertation is informed by and in conversation with literatures from the historv of sport, women&#39;’s and gender historvy, the history of tourism, working-class and labour history, and environmental history, and it hopes that specialists in those areas will see not only its indebtedness but also some contributions back to these fields. ","Recreation","Canada;Us","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/d9ab451e-3948-4cf9-a195-e206b6ec6ec7/etd_pdf/256b07aedb80c0b22837c1298827d228/dunkin-canoesandcanvasthesocialandspatialpolitics.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_100.html"
"The nature of the body : a cultural history of nudism in postwar Canada","Shantz, Mary-Ann Melissa","2012","Nudism emerged in early twentieth-century Germany as a corrective to the ill effects of industrialization. As recreational nudist clubs took root in Canada after the Second World War, their members engaged with contemporary concerns about mental health, juvenile delinquency, and sexual deviance. They promoted nudism as family-friendly and as a means to realize the widely shared parenting objective of creating psychologically healthy, well-adjusted citizens.","Nudism ;Canada","Canada","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/b1ef82ea-9e6b-4a19-b72d-26d361a469c8","https://shawngraham.github.io/test-collectionbuilder/items/hist_101.html"
"Huguenot prophetism, clerical authority, and the disenchantment of the world, 1685-1710","Charbonneau, Jason","2012","The sudden emergence of prophetism in the Huguenot community following the revocation of the Edict of Nantes in 1685 spurred a reassessment of the role of inspired prophecy in the administration of the French Reformed Church. Insofar as they claimed direct inspiration from God, the Huguenot prophets — many of whom were as young as 8 years old — superseded the authority of the regular clergy and threatened to break the Church&#39;s monopoly on the interpretation of divine will. This prompted a reaction from Calvinist clerics who sought to delegitimize the act of prophetism in the modern era by opposing it to the principles of rationalist thought and mechanistic philosophy. This thesis argues that the polemical exchanges between inspired prophets and regular churchmen acted as catalysts for the adoption of Enlightenment thought in the Calvinist community, contributing to the disenchantment of Huguenot religious culture in the eighteenth century. ","Religion ;History;Huguenots ;France ;History;17th Century","France;Europe","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/2dc85e21-25f7-4cb0-ba0d-ddf2c1a9de6a/etd_pdf/a2d55cd91e17252bbd197b086d7dc09e/charbonneau-huguenotprophetismclericalauthorityandthe.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_102.html"
"The Nile voyageurs : recognition of Canadas role in the Empire, 1884-1885","Michel, Anthony Patrick","2012","In the late summer of 1884, Canada&#39;s Governor General received a request from the W ar Office to engage several hundred &quot;Voyageurs&quot; for service with the British army in the Sudan. The voyageurs from Canada were required to pilot boats through the cataracts of the Nile, so that General Garnet Wolseley&#39;s relief expedition could reach General Charles Gordon, who was besieged in Khartoum, by a self-proclaimed prophet called the Mahdi. Newspapers and documents reveal that many in Canada considered this request to be a great compliment to the country. It was the first time that Britain had requested a body of Canadians for an imperial expedition. S o m e Canadians thought the expedition would be an opportunity for Canada to play a bigger role in the empire. Others in Canada expressed ambivalence towards this particular group of m e n as their representatives on an imperial campaign. The Nile Voyageurs were civilian, mostly working class men, with a proportional over-representation of Aboriginal and francophone men. The largest group of m e n was from Ottawa, many of w h o m were shantymen w h o worked in the timber trade. This study introduces and examines a large body of letters written by the Nile Voyageurs on the expedition, as well as a range of other newspaper items and manuscript documents. The study is a labour history, a history of settler-aboriginal relations, an imperial history, a history of Canadian identities, a study of the militia, a series of regional histories and a study of politics, society and culture in the 1880s. This episode provides a glimpse of colonial Canada before the Northwest rebellion and the full implementation of the Indian act. It explores Canada&#39;s imperial identity on the eve of the Imperial Federation movement, the Congo Conference and Britain&#39;s new expanded empire. The project introduces a critical discourse method based on the theory of recognition articulated by Axel Honneth. Honneth&#39;s theory of recognition will be used as the basis for the textual analysis, it will inform a critique of the cultural struggles in various social situations and it will also serve as the basis for an understanding of public memory as intersubjective recognition across time.","Canada - History;History;History, Modern","Canada;Egypt;Sudan","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/21c092f7-c924-40cd-aa58-98586bef1656/etd_pdf/fe1765d29d3f7d00d058679cbca537f6/michel-thenilevoyageursrecognitionofcanadasroleintheempire.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_103.html"
"Narrating the Berlin Wall : nostalgia and the negotiation of memory, 20 years later","Eedy, Sean","2011","not available","Berlin Wall, Berlin, Germany, 1961-1989;History, Modern","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/fb718a51-a74f-4a23-9157-ca1f8978b2ca/etd_pdf/c8489476c735387ed5e7da6c52cd1772/eedy-narratingtheberlinwallnostalgiaandthenegotiation.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_104.html"
"Sir Charles G.D. Roberts, antimodernism, and national identity in Canada, 1897-1943","Davidson, Brett","2011","not available","Canadian literature","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/76465747-1551-48f1-8c09-afc276af91cd/etd_pdf/412923c6fa2600563636851a8b7bca99/davidson-sircharlesgdrobertsantimodernismandnational.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_105.html"
"Collective biography in eighteenth-and early nineteenth-century England : lives brief and not so brief","Cardillo, Mary Helen","2011","not available","Biography;Europe ;History;English literature","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/9c2d73c8-a3b9-4f29-bc28-69e5f03dc889/etd_pdf/79da1fb49e1c27ad3305ae847c8460c9/cardillo-collectivebiographyineighteenthandearlynineteenthcentury.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_106.html"
"Readers, sanctity, and history in early modern Spain : Pedro de Ribadeneyra, the Flos sanctorum, and the Catholic Community","Greenwood, Jonathan Edward","2011","not available","Religion ;History;History, Modern","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/16b7ce10-6b74-45e0-9da9-c8a19a079470/etd_pdf/08d489a86ebaced6ccc76a367cc97ee5/greenwood-readerssanctityandhistoryinearlymodernspain.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_107.html"
"A peace that never had a chance : American and Allied diplomacy towards the Russian Provisional Government, March-November 1917","Wynn, Ceilidhe","2011","not available","History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/55dcb520-4c77-4816-8462-71d75a727a4c/etd_pdf/4fd7e5c61e4750da343eb8f72dc4498f/wynn-apeacethatneverhadachanceamericanandallied.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_108.html"
"Beyond the exhibit : Zulu experiences in Britain and the United States, 1879-1884","Bell, Erin Elizabeth Barbara","2011","not available","History;African Americans ;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/500649dd-5205-4f1d-aa18-dfe20170703f/etd_pdf/3f9ee3f563632cc0a27903e7399e8afa/bell-beyondtheexhibitzuluexperiencesinbritainand.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_109.html"
"Butcher and bolt : Canadian trench raiding during the Great War, 1915-1918","Garnett, Colin David","2011","not available","Armed forces ;Study and teaching;Military history;World War, 1914-1918 ;Canada","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/c5406e66-1327-45d3-9f8c-0e9745a65a6a/etd_pdf/2d25ffa7a8309029dc763673fba8635f/garnett-butcherandboltcanadiantrenchraidingduring.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_110.html"
"Printing and astrology in early modern France : vernacular almanac-prognostications, 1497-1555","Rivest, Justin","2010","not available","Economics ;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/7cc6960f-b963-40be-a080-49666e4d0d16/etd_pdf/ba8674b5a02b509d31c544986c7b7745/rivest-printingandastrologyinearlymodernfrancevernacular.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_111.html"
"Memory on ice : making the 1936 Canadian olympic hockey team","Rorke, Thomas","2010","not available","Canada;History;Canadians ;Recreation;Recreation","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/a36e51f7-2af3-47de-9bf6-7f32649293c7/etd_pdf/be233422cf671705a51b044e2191765f/rorke-memoryonicemakingthe1936canadianolympichockey.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_112.html"
"Violence (dis)located : on the spatial implications of violence on the western front during the First World War","Schultz, Christopher Kenneth","2010","not available","Military history;Armed forces ;Study and teaching","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/02c9d8d3-9836-45d2-91e2-9185c4f73c09/etd_pdf/ec3cdd32839dd7a5ac10a6a7b342b46b/schultz-violencedislocatedonthespatialimplications.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_113.html"
"Regulating and representing vagrant curs and purebred dogs in Toronto,1867-1910","Sauermann, Amanda Anne Margaret","2010","not available","not yet catalogued","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/dd9d89a2-6bbf-499c-ab98-024a7e10cda0/etd_pdf/7d47cbf9f5fdf2ea67fbb8b916e484aa/sauermann-regulatingandrepresentingvagrantcursandpurebred.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_114.html"
"At the intersection of tourism, national identity and bad service : the case study of the Fergusons of Farm Road","Minnis, Edward","2010","not available","History;African Americans ;History;Communication","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/a60c07a8-fc48-4f32-a1af-3884865cd0d8/etd_pdf/3d3b6f7cbd4eb6692c59873559abb881/minnis-attheintersectionoftourismnationalidentity.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_115.html"
"We walked around with holes in our sole and souls : men and masculinity during the great depression in Canada","DiFrancesco, Michael","2010","not available","Depressions ;1929 ;Canada; Gender mainstreaming;Canada","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/5e8a55df-f633-4272-915e-9212746676e1/etd_pdf/bf026ae3ba361246defce39b9e0a7318/difrancesco-wewalkedaroundwithholesinoursoleandsoulsmen.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_116.html"
"The constructions of the Cistercian Lay Brother in the twelfth and thirteenth centuries","Plunkett-Latimer, Abraham G.","2010","not available","Medieval ages;Church History;Cistercians;Cistercians;Spiritual life","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/8cbbdcc5-6fe2-41ce-a235-d01d7415f107/etd_pdf/aa208c94f58a1f45e8b49125193ec78d/plunkett-latimer-theconstructionsofthecistercianlaybrother.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_117.html"
"A people who have been given too much : Canadian efforts &amp; development strategies at the Gatina Self-Help Education Centre, Kenya 1972-1975","Kijewski, Amanda Jean Talbot","2010","not available","Social structure ;Community development;Human Growth","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/605bbea4-fc72-4386-9d83-9b9dca86ec90/etd_pdf/13533801784248007a8b1a77f3e19980/kijewski-apeoplewhohavebeengiventoomuchcanadianefforts.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_118.html"
"Music and power : a conservative musical soundscape in Britain, 1830-1850","Guiguet, Kristina Marie","2010","not available","Soundscapes (Music) ;Great Britain ;19th century;Music ;Great Britain ;19th century;History And Criticism;Music and historty ;Great Britain ;19th century;Music ;Social Aspects;Great Britain ;19th century;Music, Influence of ;Great Britain ;19th century;Musical analysis; Gender mainstreaming","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/1302a968-a47d-4dd6-87c9-9298784eb6d1/etd_pdf/057179130c217ec7f36d343ab5245a96/guiguet-musicandpoweraconservativemusicalsoundscape.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_119.html"
"A refuge from militarism? : the Canadian movement to support Vietnam era American war resisters, and government responses, 1965-1973","Squires, Jessica C.","2009","not available","Vietnam War, 1961-1975 ;Draft resisters;Political culture ;Canada","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/6d9135d9-85ee-425d-b191-e1ef97c0e1cf/etd_pdf/a2daf66ac468899f5229a5cf3c101725/squires-arefugefrommilitarismthecanadianmovementto.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_120.html"
"The making of a Cold War air force: planning and professionalism in the postwar Royal Canadian Air Force, 1944-1950","Babcock, Alexander Angus","2009","not available","Cold War;World politics ;1945-1989","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/78e39faf-b300-4864-9c48-8166f1342353/etd_pdf/7edf29a1b9d43b064756f5234aef4b50/babcock-themakingofacoldwarairforceplanningandprofessionalism.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_121.html"
"If we are attacked, let us be prepared : Canada and the failure of civil defence, 1945-1963","Burtch, Andrew Paul","2009","not available","Civil defense readiness ;Canada;Cold War;Atomic bomb ;Safety measures;Nuclear warfare and history ;Canada","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/62573d8a-b689-4746-9c69-728c46ba820b/etd_pdf/63cc0d710a969ba3511016e033ec1bee/burtch-ifweareattackedletusbepreparedcanadaandthe.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_122.html"
"Beyond the boundaries of the Carolingian cloister : an examination of monastic interaction during the early ninth century","Prior, Corinna, J.","2009","not available","Carolingians ;History;Church History;Middle Ages, 600-1500;Monasteries ;Middle Ages, 600-1500","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/fcbccd5c-c6da-46c7-8ed8-d865e6c7307b/etd_pdf/6012dd52d1a8ca89c4e9bdee639bb104/prior-beyondtheboundariesofthecarolingiancloister.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_123.html"
"A statesmanlike measure with a partisan tail : the development of the nineteenth-century Dominion Electoral Franchise","Grittner, Colin J.","2009","not available","Canada;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/5c8fb99a-a1ae-4a1b-a549-cde95044034a/etd_pdf/4cc79e2b8349f91e3a604e572ef07c7d/grittner-astatesmanlikemeasurewithapartisantailthe.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_124.html"
"O Jesu vivens in Maria : devotion to the infant Jesus and imitation of the Holy Family among the Discalced Carmelites of Beaune, 1619-1700","Tracz, Julie","2009","not available","not yet catalogued","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/f54cea64-e232-4ef3-820b-3a4855021e31/etd_pdf/9578a1eb0d2a888c0f04438650aa5eff/tracz-ojesuvivensinmariadevotiontotheinfantjesus.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_125.html"
"A museum with more than one stor(e)y : a critical examination of the Anne Frank House","Chisholm, Lorna","2009","This research paper was conceived to fill a void in the literature surrounding the Anne Frank House in Amsterdam. It seeks to counter the restrictive narrative offered by the museum&#39;s official publication, Anne Frank House: A Museum with a Story by examining what stories are (and are not) being told, from the history of the House itself through to the use of photographs and artefacts within the recently renovated space. Drawing extensively on the museum&#39;s official publications, as well as the author&#39;s onsite visits to the museum in 2007, it concludes that there are multiple stories and interpretations that can only be understood by analyzing the museum as a space in which narratives and objects are presented.","Frank, Anne, 1929-1945 ; Museums ; Netherlands","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/421443bc-2906-42a7-9b8e-4139482732b1","https://shawngraham.github.io/test-collectionbuilder/items/hist_126.html"
"Power, race, class and gender in Colonial Santo Domingo: an analysis of Spanish Dominican marital patterns in the Archbishopric of Santo Domingo, 1701-1801","Rivas, Christine D.","2008","not available","Spaniards ;Dominican Republic ;History;Marriage ;Social Aspects;Dominican Republic ;Santo Domingo ;Kinship ;Dominican Republic ;Santo Domingo ;History;Social structure ;Dominican Republic ;History;18th century; Women ;Dominican Republic ;Santo Domingo ;Social Conditions;History;Social classes ;Dominican Republic ;Ellite (Social sciences) ;Dominican Republic ;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/bac29b13-3e28-4fb8-ada2-1d3d7cce632d/etd_pdf/e023e22465dff6fb2941c2d4a3f789af/rivas-powerraceclassandgenderincolonialsantodomingo.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_127.html"
