objectid,title,display_template,creator,date,degree,thesis_url,description,location,object_location,subject,format,rights,website,image_small
hist_121,"The making of a Cold War air force: planning and professionalism in the postwar Royal Canadian Air Force, 1944-1950",pdf,"Babcock, Alexander Angus",2009,Doctor of Philosophy,https://curve.carleton.ca/78e39faf-b300-4864-9c48-8166f1342353,"This dissertation examines the role of planning and enhanced professionalism played in the growth of the RCAF between postwar demobilization and the assumption of NATO commitments in 1950. This period represents the nadir and the conditions for the apogee of postwar air force fortunes, in terms of organizational size and capabilities. There were a range of influences on the postwar growth of the RCAF. The Soviet Union posed a threat to North American and European security and the air force was best situated to respond to it. Defence collaboration with the United States fostered development of a vast air defence system. The creation of a NATO Integrated Force led t0 a large fighter-interceptor contribution from Canada. RCAF leadership was effective in presenting plans to the government and in managing air force interests. Political leaders within Canada in the late 1940s embraced opportunities to engage with the international community and take part in multilateral defence initiatives. Theories of civil-military relations inform assessments of the interaction between the government and the RCAF. The dissertation concludes that all of these influenced, in varying degrees, the nature and degree of success of RCAF, but focuses on the crucial role of planning and professionalism. Improvements to planning processes, procedures and capabilities allowed an increasingly professional RCAF to take advantage of these opportunities, resulting in the creation of a Cold War air force. ",Canada,https://curve.carleton.ca/system/files/etd/78e39faf-b300-4864-9c48-8166f1342353/etd_pdf/7edf29a1b9d43b064756f5234aef4b50/babcock-themakingofacoldwarairforceplanningandprofessionalism.pdf,Cold War;World politics ;1945-1989,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_122,"If we are attacked, let us be prepared : Canada and the failure of civil defence, 1945-1963",pdf,"Burtch, Andrew Paul",2009,Doctor of Philosophy,https://curve.carleton.ca/62573d8a-b689-4746-9c69-728c46ba820b,"During the early years of the Cold War, Canada created a civil defence organization to prepare Canadians for a possible nuclear attack. This enormous task required the cooperation of the federal, provincial, and municipal governments. A key element to its success was persuading the public to incorporate the principles of preparation into everyday life. Through exhibits, exercises, and public appeals, Canada’s civil defence agencies exhorted citizens to volunteer as air raid wardens, to stockpile essential supplies, and to build fallout shelters underground where they could wait out the nuclear storm. Drawing from the extensive records of the Department of National Defence, the Department of National Health and Welfare, the Emergency Measures Organization, along with other government and manuscript documents and media sources, this dissertation explains the evolution of Canada’s CD policies and addresses the question of why governments, institutions, and the public consistently refused to make the preparations expected of them in the face of nuclear extinction.  Civil Defence proved to be a controversial and ultimately unsuccessful program. Its failure hinged on the nature of the CD relationship between the state and its citizenry, the inadequacies of government planning, and the balance of civil-military relations in Canada in the Cold War. In CD publicity, officials informed Canadians that their participation was a civic duty in the nuclear age, and equated community defence with guarding the values and freedoms associated with citizenship. Canadians rejected their prescribed obligation to support CD, some believing that an atomic defence was impossible, others arguing that the federal government or the armed forces should provide protection to civilians. The federal, provincial, and municipal governments could  never agreed on the proper division of financial and political responsibility, which led to bitter debates that undermined the credibility of CD programs and confused the public. The Canadian military proved uninterested in assisting with CD, and, once enlisted by the federal government to lead national survival efforts, Canada’s soldiers proved incapable of providing any meaningful support to the civilian population. As a result of all of these factors, Canadians were unconvinced of the efficacy of strategies proposed by governments for their protection, and Canada was completely unprepared to survive a nuclear war.  ",Canada,https://curve.carleton.ca/system/files/etd/62573d8a-b689-4746-9c69-728c46ba820b/etd_pdf/63cc0d710a969ba3511016e033ec1bee/burtch-ifweareattackedletusbepreparedcanadaandthe.pdf,Civil defense readiness ;Canada;Cold War;Atomic bomb ;Safety measures;Nuclear warfare and history ;Canada,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_123,Beyond the boundaries of the Carolingian cloister : an examination of monastic interaction during the early ninth century,pdf,"Prior, Corinna, J.",2009,Master of Arts,https://curve.carleton.ca/fcbccd5c-c6da-46c7-8ed8-d865e6c7307b,"This thesis examines interaction between early ninth-century monks and the world outside the cloister in Carolingian Europe. Although the manners in which monastic authors regulate this contact remained diverse, many underscored desire to both invite guests within monastic walls or else to travel within the surrounding community to assist, teach, or establish new monasteries. Instead of threatening monastic claustration, authors often framed interaction as a means to further monks’ spiritual development. I approach early ninth-century monastic writing on interaction by genre, considering capitulary texts, a commentary on the Benedictine Rule by Smaragdus of Saint Mihiel, and hagiographic narratives. Within each of these genres, monastic authors constructed different forms of physical and mental boundaries between the monastery and the outside world. These boundaries did not serve to prevent anyone from entering or exiting the monastery, but rather heightened the power of a sacred space by drawing attention to the transition. ",Europe,https://curve.carleton.ca/system/files/etd/fcbccd5c-c6da-46c7-8ed8-d865e6c7307b/etd_pdf/6012dd52d1a8ca89c4e9bdee639bb104/prior-beyondtheboundariesofthecarolingiancloister.pdf,"Carolingians ;History;Church History;Middle Ages, 600-1500;Monasteries ;Middle Ages, 600-1500",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_124,A statesmanlike measure with a partisan tail : the development of the nineteenth-century Dominion Electoral Franchise,pdf,"Grittner, Colin J.",2009,Master of Arts,https://curve.carleton.ca/5c8fb99a-a1ae-4a1b-a549-cde95044034a,"In Canada, the vote represents the principal avenue for political participation. Between Confederation in 1867 and the end of the nineteenth century, Canada’s federal franchise law — the law that determines who may vote in Dominion elections — underwent a series of seemingly antithetical alterations. Thus far, historians and political scientists have written very little on this development of the nineteenth-century Dominion franchise. Amongst those who have, the idea that franchise reform took place during this period because of partisan expediency has tended to hold sway historiographically. Taking other factors into account — from political altruism to popular pressure — this thesis questions that historiographical trend. Certainly, partisanship still played a part in these legislative alterations. Through an application of state formation theory, this thesis argues that nineteenth-century Canadian statesmen, by means of new franchise law, in large part attempted to graft their own ideological visions of Canada onto the burgeoning nation. ",Canada,https://curve.carleton.ca/system/files/etd/5c8fb99a-a1ae-4a1b-a549-cde95044034a/etd_pdf/4cc79e2b8349f91e3a604e572ef07c7d/grittner-astatesmanlikemeasurewithapartisantailthe.pdf,Canada;History,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_125,"O Jesu vivens in Maria : devotion to the infant Jesus and imitation of the Holy Family among the Discalced Carmelites of Beaune, 1619-1700",pdf,"Tracz, Julie",2009,Master of Arts,https://curve.carleton.ca/f54cea64-e232-4ef3-820b-3a4855021e31,"This thesis examines the devotion to the infant Jesus among the Discalced Carmelite nuns of Beaune from 1619-1700. It examines the ways in which the nuns’ devotional practices, both physical and mental, were based on the imitation of the Holy Family. The Carmelites of Beaune practiced their devotion to the infant Jesus through the imitation of Mary and Joseph’s thoughts and emotions. The nuns also imitated Mary in physical ways by seeing themselves as receptacles of Christ through the reception of the Eucharist and by caring for the infant Jesus. The Carmelites also modelled their lives on that of the infant Jesus by developing his childlike qualities and by participating in the suffering of his Passion. The devotions of the Beaune convent were deeply connected to the spirituality of the école frangaise and efforts of Catholic renewal in France. Ultimately, this thesis seeks to explore the unique ways in which the Carmelites of Beaune practiced the devotion to the infant Jesus and its role within seventeenth-century French spirituality. ",Europe;France,https://curve.carleton.ca/system/files/etd/f54cea64-e232-4ef3-820b-3a4855021e31/etd_pdf/9578a1eb0d2a888c0f04438650aa5eff/tracz-ojesuvivensinmariadevotiontotheinfantjesus.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_126,A museum with more than one stor(e)y : a critical examination of the Anne Frank House,pdf,"Chisholm, Lorna",2009,Master of Arts,https://curve.carleton.ca/421443bc-2906-42a7-9b8e-4139482732b1,"This research paper was conceived to fill a void in the literature surrounding the Anne Frank House in Amsterdam. It seeks to counter the restrictive narrative offered by the museum's official publication, Anne Frank House: A Museum with a Story by examining what stories are (and are not) being told, from the history of the House itself through to the use of photographs and artefacts within the recently renovated space. Drawing extensively on the museum's official publications, as well as the author's onsite visits to the museum in 2007, it concludes that there are multiple stories and interpretations that can only be understood by analyzing the museum as a space in which narratives and objects are presented.",The Netherlands;Amsterdam,https://curve.carleton.ca/421443bc-2906-42a7-9b8e-4139482732b1,"Frank, Anne, 1929-1945 ; Museums ; Netherlands",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_127,"Power, race, class and gender in Colonial Santo Domingo: an analysis of Spanish Dominican marital patterns in the Archbishopric of Santo Domingo, 1701-1801",pdf,"Rivas, Christine D.",2008,Doctor of Philosophy,https://curve.carleton.ca/bac29b13-3e28-4fb8-ada2-1d3d7cce632d,"This dissertation uses marriage and baptism records from the Archbishopric of Santo Domingo (1701 to 1801) to chart how people used marriage and fictive kinship ties to form power relations and alliances. Central to understanding Spanish Dominican societal dynamics is the underlying colonial relationship between the territory of Santo Domingo and the Spanish metropole, as well as the intra and cross-class interactions.  The politics of empire provide the context for colonial dynamics; the metropole’s racialized ideal of the social hierarchy played a significant role in the creation of elite identity. The ruling group recognized the importance of representing themselves to the Spanish Crown in terms it understood. They adopted the characteristic traits the Spanish Crown associated with a ruling group: whiteness, legitimacy and purity of blood. Despite obvious practical discrepancies between the ideal and accepted practices in this colonial society, the elite sought to reflect the metropole’s idealized image through a widespread manipulation of the official record. The shared socio-cultural language formed the basis for opening and maintaining a dialogue between Spanish Dominicans and the Crown.  Intra and cross-class relations shaped the formation of family networks through marriage and fictive kinship. The elite, lower class, and slaves were active participants in creating their own society. Horizontal ties created class solidarity, not just for the elite but for the subordinate groups as well, while vertical ones forged cross-class alliances. The two types of ties acted as natural checks and balances, which determined the limits of racial domination.  My dissertation also employs gender analysis to determine the different meanings and values of men and women’s roles in the formation of family networks within each socio-  economic group. The higher male than female immigration advantaged women on the marital market because they had access to greater spousal selection, which also translated into more opportunities for social mobility. Women, therefore, became instrumental players in family ‘marital strategies.  Santo Domingo’s reputation as a peripheral colony within the Spanish empire led historians to overlook its development. However, the experience of Spanish Dominicans provides a valuable counterpoint to the more densely populated and resource rich Spanish American colonies. ",Santo Domingo;Spain;Dominican Republic,https://curve.carleton.ca/system/files/etd/bac29b13-3e28-4fb8-ada2-1d3d7cce632d/etd_pdf/e023e22465dff6fb2941c2d4a3f789af/rivas-powerraceclassandgenderincolonialsantodomingo.pdf,Spaniards ;Dominican Republic ;History;Marriage ;Social Aspects;Dominican Republic ;Santo Domingo ;Kinship ;Dominican Republic ;Santo Domingo ;History;Social structure ;Dominican Republic ;History;18th century; Women ;Dominican Republic ;Santo Domingo ;Social Conditions;History;Social classes ;Dominican Republic ;Ellite (Social sciences) ;Dominican Republic ;History,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_128,"The homeless and reformers: negotiating progress in the upper streets of Halifax, 1890-1914",pdf,"Hood, David",2008,Doctor of Philosophy,https://curve.carleton.ca/86a88b89-0aff-45df-9999-80a1becd7cc9,"The extremely poor have often been cast as deviants or others, in both the past and the present. Historians of Atlantic Canada have used the idea of deviance as an acceptable approach to the poor and homeless of the past and tacitly encourage us to see the contemporary homeless as deviants. Victorian theorists such as Malthus and Mayhew pejoratively characterized the poor as an underclass. Contemporary writers have provided evidence that challenges the use of the concept in Canada. But it remains a powerful force within American sociology, which is able to cast its influence over Canadian historical writing. It is the contention of this research that it is possible to be true to the past, to reflect the warts and downfalls of the extremely poor and homeless who lived there, but at the same time recognize their efforts to follow prevailing norms and to empathize with their plight and in doing so generate at least the possibility of recognition and empathy in the present. Such recognition and empathy may be the keys to creating and maintaining humane solutions to poverty and homelessness. The examinations conducted by this research address an area of our past that has been largely overlooked. This research supplements broad historical surveys of social welfare legislation by examining social welfare policy in action at the local level. By positioning itself at the convergence of labour history and studies of poverty, and by demonstrating that the populations examined by these discrete areas of research are more alike than different, this research shows that labour history can be extended to include many of those who lived “rough” in the past. Through its approach this ii e A e research hopes to encourage a view that can help to integrate the study of extreme poverty and homelessness into the mainstream of Canadian historiography. ",Canada;Nova Scotia;Halifax,https://curve.carleton.ca/system/files/etd/86a88b89-0aff-45df-9999-80a1becd7cc9/etd_pdf/b243f8c3246e1175f4db5b5c351b72bf/hood-thehomelessandreformersnegotiatingprogress.pdf,Poor ;Nova Scotia ;Halifax ;History;Homeless persons ;Nova Scotia ;Halifax ;History;Public welfare ;Nova Scotia ;History;Social problems ;Nova Scotia ;Halifax ;History,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_129,"Propaganda and persuasion in the Cold war: the Canadian Soviet Friendship Society, 1949-1960",pdf,"Anderson, Jennifer",2008,Doctor of Philosophy,https://curve.carleton.ca/636d773d-b182-4454-9338-c07adffbfd23,"During the early Cold War, thousands of Canadians attended events organized by the Canadian Soviet Friendship Society (CSFS), and subscribed to its publications. Although scholarship on Cold War Canada and the Communist Party of Canada (CPC) has grown, the CSFS led by Dyson Carter from 1949-1960, has received relatively little attention from historians. Moreover, few historians have noted the important role played by the Soviet All-Union Society for Cultural Relations with Foreign Countries (VOKS) in encouraging and supporting the Canadian left. This project looks at the CSFS as a blend of social and political activism, where gender, class, cthnicity, linked communities and ideology had significance. It deals with an example of foreign influence in Canada, as the elaborate pro-Soviet performances staged by the CSFS were part of a larger perception management campaign orchestrated from Moscow.  This dissertation is based on archival sources previously unavailable to researchers. In addition, oral history interviews with key players have been used to reveal personal narratives and interpretations of the early Cold War. This combination allows historians an unprecedented view of how some Canadians saw their world, and how they, in turn, were seen by other Canadians and the Soviet authorities. Between  1949 and 1960, the Canadian Soviet Friendship Society aimed its message at an audience of “progressive” leftists in North America, hoping to convince others that the USSR was indeed the epitome of an egalitarian and enlightened State. Attempting to soften, define and redirect the antagonistic narratives of the day, the CSFS story is one of propaganda and persuasion in Cold War Canada. ",Canada;USSR,https://curve.carleton.ca/system/files/etd/636d773d-b182-4454-9338-c07adffbfd23/etd_pdf/0fb7e7f30e99c6ea1040100565f4a6f1/anderson-propagandaandpersuasioninthecoldwarthecanadian.pdf,Cold War;World politics ;1945-1989,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_130,Charles Templeton and the performances of unbelief,pdf,"Vance, David M.",2008,Master of Arts,https://curve.carleton.ca/248c9f9b-7985-4a75-83bc-3008b2c5afca,"To date, the life of Charles Templeton has been examined only with regard to the manner in which he “commodified” Christianity, thus ensuring its continued vitality and relevance in twentieth-century Canada. This thesis demonstrates that Templeton’s life can also be used to investigate the ways in which he publically presented “unbelief” according to the assumptions and expectations of the culture in which he operated. Through his work in four different media — religious literature, television, novels and autobiography — Templeton’s various expressions of unbelief demonstrated an ongoing transition away from Christianity and towards an alternate interpretive framework. Moreover, his consistent framing of these expressions within the cultural context of each medium reflected four distinct “performances”: inadvertent “echoes” of unbelief in his religious literature, an “investigative” unbelief in his television interviews, a “dramatic” unbelief in his novels, and a “noble” unbelief in his autobiography. ",Canada;Toronto,https://curve.carleton.ca/system/files/etd/248c9f9b-7985-4a75-83bc-3008b2c5afca/etd_pdf/09c8d372809828ca382396526ac95794/vance-charlestempletonandtheperformancesofunbelief.pdf,Religion and culture;Christianity and culture,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_131,"Built for mind and spirit: the socialization of race through higher education at Fisk University and Spelman College, 1881-1930",pdf,"Horne, Melissa M.",2008,Master of Arts,https://curve.carleton.ca/36319bde-0aaa-4b6e-87eb-851eb51e8a6e,"This thesis examines the socialization of blacks in higher education from 1881 to 1930. In doing so, the evolution of both the formal and informal curriculum at two prominent black higher education institutions—Fisk University and Spelman College— will be explored to highlight ways in which the cultural, social, and economic factors effected change at these institutions. Further, this study looks at the various roles students played in shaping and re-shaping their scholastic environment. Primary sources such as course catalogs, student newspapers, administrator correspondences, and alumni files, are used to gain a fuller understanding of the context and content of these academic environments. This work also engages with a body of literature that seeks to understand how race ideology was formed and taught amongst the black middle class. Ultimately, this thesis will underscore the significance of the dynamic nature of race ideologies in black higher education. ",US,https://curve.carleton.ca/system/files/etd/36319bde-0aaa-4b6e-87eb-851eb51e8a6e/etd_pdf/ee443c828b69b65e06a9675763f52c40/horne-builtformindandspiritthesocializationofrace.pdf,African Americans ;Education (Higher) ;Southern states ;History;Socialization;Race awareness;African American college students ;Georgia ;Atlanta;African American college students ;Tennessee ;Nashville,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_132,"The greater half of the continent: continentalism and the Canadian state in Ontario, 1878-1896",pdf,"Hutchinson, Braden P. L.",2008,Master of Arts,https://curve.carleton.ca/3244c1f0-9e06-4b07-a96f-20da8dae2de1,"Using Foucault's concepts of governmentality and counter-conduct, this thesis examines the significance of the continentalist movement to Ontario politics and governance between 1878-1896. By situating the movement in the broader developments of Canadian state formation, chiefly the National Policy, as well as the continental aspects of daily life in Ontario, the thesis attempts to amplify the scholarship of the continentalist movement by providing an explanation of the geneaology of the movement and its subsequent formalization as a counter-conduct aimed at reorganizing governance in the Canadian state along civic republican lines. Similarly, the thesis traces the popular manifestations of continentalism, particularly among agrarian classes, and the various reactions to these popular manifestations by the Liberal and Conservative parties between 1887-1896, leading to the eventual marginalization of the movement and the emergence by 1896 of a short-lived orthodoxy of protectionism. ",Canada;Ontario,https://curve.carleton.ca/system/files/etd/3244c1f0-9e06-4b07-a96f-20da8dae2de1/etd_pdf/9546514e5667e3ddd0761e605667bb0c/hutchinson-thegreaterhalfofthecontinentcontinentalism.pdf,Social structure ;Ontario ;History;19th century;Political culture ;Ontario ;History;19th century;Protectionism ;Canada;History;19th century,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_133,"Memory, identity, and the challenge of community among Ukrainians in the Sudbury region, 1901-1939",pdf,"Zembrzycki, Stacey Raeanna",2007,Doctor of Philosophy,https://curve.carleton.ca/bfe1fe4d-2b54-49b7-8be3-eb239fde1bf9,"This dissertation examines the ways in which Catholic, Orthodox, nationalist, and progressive Ukrainian men, women, and children, both immigrants and those of Ukrainian descent, formed a distinct ethnic community in the Sudbury region between 1901 and 1939. Specifically, it demonstrates how the community developed, paying particular attention to the ways that individual and group identities, social networks, and power relations impacted its evolution over time. Moreover, this dissertation depicts the ways in which the host society, on a local, regional, and national level, perceived and treated Sudbury’s Ukrainians.  Set in a period of change for this ethnic community, the region, and the country more broadly, this dissertation offers new narratives about World War I, the so-called “Roaring Twenties,” and the Depression. In addition to viewing gender, ethnicity, class, region, and age as important categories of analysis, it regards community as a problem which ought to be studied. Community, in this instance, is not a simple and static entity, but rather an imagined reality, a social interaction, and a process. The adoption of a fluid model thereby enables an examination of the varying ways in which individuals, Ukrainians and non-Ukrainians, attached different meanings to community. These meanings, as this dissertation argues, were dependent upon the geographic spaces that these individuals occupied, the social networks to which they belonged, and the real and imagined identities and experiences that they had both within and on the margins of their communities. This dissertation not only reconstructs the contours of this ethnic community and the ways in which its members negotiated their places within and outside of it, but  also includes a discussion of the author’s archive stories. Sensitive to what constitutes as an archive, it is a highly personal journey into the author’s imagined Ukrainian community, her Baba’s (grandmother) Ukrainian community, and the communities which other Ukrainians in the Sudbury region have experienced. The archive stories which wind through the narrative of this dissertation detail the challenges of working with both written and memory sources and at the same time, offer new interpretative frameworks for understanding the histories of immigrant communities. ",Canada;Ontario;Sudbury,https://curve.carleton.ca/system/files/etd/bfe1fe4d-2b54-49b7-8be3-eb239fde1bf9/etd_pdf/047c807395da7817d1225e2b03a41cbe/zembrzycki-memoryidentityandthechallengeofcommunityamong.pdf,"Ukrainian Canadians ;Ontario ;Sudbury Region ;Social Conditions;Ukrinians ;Canada;History;Ukrainian Canadians ;Ethnic identity;World War, 1914-1918 ;Ukrainian Canadians ",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_134,"A matter of deep personal conscience: the Canadian death-penalty debate, 1957-1976",pdf,"Kropf, Joel",2007,Master of Arts,https://curve.carleton.ca/4b129b9f-7f7e-42a5-af59-49261d951efd,"| This thesis explores the public debate in Canada concerning the death penalty during the two decades preceding its abolition in 1976, with a particular focus upon the role that the prevailing moral culture of the day played in shaping debate rhetoric. Some of the best existing scholarship reveals that the instrumentally and procedurally focused aspects of many Canadians’ thinking in the third quarter of the century helped significantly to facilitate the eventual abolition of capital punishment. This study, however, highlights the wide range of ways in which debaters’ discourse, including discourse with an instrumentalist flavour, resulted from or conveyed their moral perspectives. Both the nature of debaters’ moral assumptions and the manner in which they were communicated suggest that moral ideas to which some Canadians sought to assign transcendent status possessed a weakened cultural credibility during this period, while moral perspectives animated by perceptions or expectations of progress exercised important cultural influence. ",Canada,https://curve.carleton.ca/system/files/etd/4b129b9f-7f7e-42a5-af59-49261d951efd/etd_pdf/14f36f730dbb3c51bc7d71c6bf0109af/kropf-amatterofdeeppersonalconsciencethecanadian.pdf,Capital punishment ;Canada;History;Capital punishment ;Moral and ethical aspects ;Canada;Capital punishment ;Canada;Public opinion;Public opinion;Canada,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_135,"Passive, not active: the response of Prince Edward Island to the United Nations Convention on the Rights of the Child, 1989-1991",pdf,"Morrell, Kathryn G.",2007,Master of Arts,https://curve.carleton.ca/721a2e8a-324e-488a-a8c7-0ece987b85f3,"This thesis discusses the United Nations” Convention on the Rights of the Child as a vehicle for the promotion and guarantee of children’s rights in Prince Edward Island (PEI) policy and legislation from 1989 to 1991. It covers relations between the Government of Canada and the Province of PEI concerning the Convention, evaluates the World Summit for Children in 1990 and the National Action Plan in 1991, and demonstrates that the province’s legislation on children underwent no immediate changes resulting from the UN document or federal-provincial diplomacy. Records from the United Nations, the Government of Canada, the Government of Prince Edward Island and provincial Nongovernmental Organizations (NGOs) illustrate the erratic nature of the Convention’s implementation in PEI and the paucity of measures taken by a limited number of government organizations and NGOs within the province, where it was regarded as a federal initiative and not a provincial priority. ",Canada;Prince Edward Island,https://curve.carleton.ca/system/files/etd/721a2e8a-324e-488a-a8c7-0ece987b85f3/etd_pdf/d794e8fcfde381d75366912154577988/morrell-passivenotactivetheresponseofprinceedward.pdf,"Child welfare ;Prince Edward Island;History;Children's rights ;Prince Edward Island;Children ;Legal Status, Laws, Etc;Prince Edward Island;History;Non-governmental organizations ;Prince Edward Island;Federal-provincial relations ;Prince Edward Island",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_136,"Liberalism, Quebecs political culture, and George-‚àö√¢tienne Cartier, 1864-1871",pdf,"Banoub, David Joseph",2007,Master of Arts,https://curve.carleton.ca/e4426021-f6fd-4288-b0a5-42ada7119fbb,"The political career of George-Etienne Cartier has traditionally been described as either that of a great nation-builder or that of a self-interested opportunist. This thesis suggests that these two views can be reconciled through a study of liberalism—a philosophy that elevates the role of the individual. Throughout his career Cartier stressed the importance of each citizen’s right and responsibility to follow their self-interest and acquire property. Individual success and wealth would contribute to stronger and more prosperous communities, which in turn, would create a strong nation. When situated within the political culture of 1860s Quebec, Cartier’s reliance on liberal language and logic highlights a previously unexplored similarity between his party, the Bleus, and his chief critics and opponents, the Rouges. Despite opposing each other on matters of policy, this thesis will suggest that the two parties shared a liberal logic with matters of property, progress, cultural protection, and cultural cooperation. ",Canada;Quebec,https://curve.carleton.ca/system/files/etd/e4426021-f6fd-4288-b0a5-42ada7119fbb/etd_pdf/36a356a70ed1f137c8044890d939375e/banoub-liberalismquebecspoliticalcultureandgeorgetienne.pdf,Political culture ;Quebec (Province) ;History;Political participation ;Quebec (Province)Liberalism ;Canada; Nationalism ;Canada,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_137,"Taking care of business: the genesis and historical evolution of The Business Council on National Issues, 1976-1988",pdf,"Speer, Sean C.",2007,Master of Arts,https://curve.carleton.ca/3c1f46df-89bc-4d9e-b0ff-8e64043f34d7,"The Business Council on National Issues (BCNI), comprised of 150 chief executive officers representing Canada’s largest business firms and led by its president Thomas d’Aquino, has been a powerful voice on behalf of Canada’s “big business” sector since its inception in 1976. Its involvement in the contentious free trade debates of the mid-1980s effectively demonstrates the blue ribbon organization’s uncanny ability to broker an internal consensus within Canadian “big business” and to diplomatically advance its policy positions with the federal government and in the public forum.  This thesis applies a case study approach to the Council in order to cast light on its innovative style of consensus building and thereby to further our understanding of the complex relationship between business and government in Canada. The thesis, drawing on archival materials and interviews, argues that the BCNI has fundamentally altered the nature of business-government relations in Canada, replacing the omnibus lobbying style of umbrella organizations like the Canadian Manufacturers’ Association with a more focused and proactive approach to business-government relations. ",Canada,https://curve.carleton.ca/system/files/etd/3c1f46df-89bc-4d9e-b0ff-8e64043f34d7/etd_pdf/eadb4e683f5235e1f1585b0dab725b73/speer-takingcareofbusinessthegenesisandhistorical.pdf,Business enterprises ;Canada;Industrial policy ;Canada;International business enterprises ;Political aspects ;Canada,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_138,The legacy of scientific motherhood : doctors and child-rearing advice in the 1960s and 1970s in English Canada,pdf,"Haynes, Jessica Joanne",2007,Master of Arts,https://curve.carleton.ca/245c4449-cc75-4721-ab50-b93cf938b059,"Medical proponents of scientific motherhood, a child-rearing strategy popular in the 1920s and 1930s, called for, amongst other things, early toilet training, restricted mother-baby interaction and rigid feeding schedules. After World War Two, child- rearing advice appeared to cast off most, if not all of, these ideas. Experts, influenced by the child-centric nature of postwar society, now urged parents to be responsive to the needs of the child. In addition, the counter-culture of the 1960s and the growth of psychology eroded medical authority. This thesis will seek to demonstrate how these and other societal developments were reflected in child-rearing advice, focussing on popular manuals and the magazine Chatelaine. 1will also try to show that, despite radical changes in society, elements of scientific motherhood philosophy persisted in these sources throughout the 1960s and 1970s. ",Canada,https://curve.carleton.ca/system/files/etd/245c4449-cc75-4721-ab50-b93cf938b059/etd_pdf/6ddacb0651f193ba10d1d90935f399c6/haynes-thelegacyofscientificmotherhooddoctorsand.pdf,Child rearing ;Canada;History;Motherhood ;Canada;History;Mother and child ;Canada;Physician and patient ;Canada;History;Maternal and infant welfare ;Canada;History,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
